"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"HJURP",2.02613094826887e-74,0.509750882969666,0.512,0.113,3.07546416637732e-70,"10","HJURP",0.399
"EZH2",5.73277324030196e-74,0.593056116214728,0.822,0.266,8.70177650145434e-70,"10","EZH2",0.556
"MCM3",6.91675579941245e-74,0.644491097271679,0.85,0.3,1.04989436279282e-69,"10","MCM3",0.55
"TEX30",1.43807267807857e-73,0.590057262136579,0.667,0.167,2.18285051805545e-69,"10","TEX30",0.5
"FABP5",1.46315480836194e-70,0.620748184237521,0.883,0.277,2.22092268361259e-66,"10","FABP5",0.606
"MND1",2.94816225761138e-70,0.510239254143836,0.465,0.097,4.47501549082832e-66,"10","MND1",0.368
"RFC2",4.87384479516933e-70,0.605311732208004,0.756,0.241,7.39800901458753e-66,"10","RFC2",0.515
"DNAJC9",6.45118136366363e-70,0.613589352639535,0.878,0.312,9.79224819190503e-66,"10","DNAJC9",0.566
"MASTL",8.0280255579099e-70,0.529699274327353,0.587,0.148,1.21857399943514e-65,"10","MASTL",0.439
"CCDC167",4.84308240731895e-69,0.537354781066393,0.803,0.214,7.35131478606943e-65,"10","CCDC167",0.589
"TUBG1",6.4139966820529e-69,0.55187861005283,0.681,0.197,9.7358055636881e-65,"10","TUBG1",0.484
"MCM7",1.73047258531437e-68,0.645621666738101,0.915,0.376,2.62668433724868e-64,"10","MCM7",0.539
"ZWILCH",4.76776716758567e-67,0.559611479223642,0.638,0.18,7.23699378367829e-63,"10","ZWILCH",0.458
"CDCA4",6.00002455327508e-67,0.569221482333115,0.592,0.155,9.10743726941624e-63,"10","CDCA4",0.437
"MCM4",1.19713985762105e-66,0.619024995965505,0.789,0.311,1.81713858988299e-62,"10","MCM4",0.478
"NDC80",2.34403034740224e-66,0.588031076403096,0.779,0.287,3.55800366432186e-62,"10","NDC80",0.492
"KIF23",2.28076159796498e-65,0.601138260008182,0.61,0.186,3.46196802955104e-61,"10","KIF23",0.424
"MAD2L2",1.49928602614282e-64,0.611323272036067,0.845,0.281,2.27576625908219e-60,"10","MAD2L2",0.564
"ATAD2",2.18278013786713e-63,0.505005886229518,0.836,0.316,3.31324197126851e-59,"10","ATAD2",0.52
"RRM1",5.50786307045791e-61,0.582069841824137,0.854,0.35,8.36038535464806e-57,"10","RRM1",0.504
"HELLS",3.98863728942537e-59,0.532166276493297,0.864,0.422,6.05435254161877e-55,"10","HELLS",0.442
"SAE1",2.09558450754581e-58,0.574846408922419,0.892,0.364,3.18088772400379e-54,"10","SAE1",0.528
"CHEK1",3.52491156876501e-58,0.541865984538028,0.7,0.257,5.3504632702284e-54,"10","CHEK1",0.443
"KIF20B",7.74976035344465e-57,0.528158112499408,0.751,0.271,1.17633612404936e-52,"10","KIF20B",0.48
"DUT",3.17801733928422e-56,0.577919800277739,0.906,0.363,4.82391251929951e-52,"10","DUT",0.543
"RAD51",6.30905204163429e-56,0.573848026279117,0.563,0.175,9.57651009399669e-52,"10","RAD51",0.388
"BRCA2",2.82059498501859e-55,0.50234924374388,0.624,0.211,4.28138112775972e-51,"10","BRCA2",0.413
"USP1",2.92095971117032e-55,0.547409684378992,0.864,0.349,4.43372474558543e-51,"10","USP1",0.515
"NUDT1",8.11197478878799e-55,0.511041750901061,0.822,0.258,1.23131665319013e-50,"10","NUDT1",0.564
"RPA3",2.5071148508512e-54,0.503431253486193,0.915,0.346,3.80554963210704e-50,"10","RPA3",0.569
"TMPO",2.17147736336426e-53,0.511187849051848,0.972,0.494,3.29608548985061e-49,"10","TMPO",0.478
"ACAT2",1.94017280156777e-52,0.504546746008133,0.737,0.263,2.94498829549972e-48,"10","ACAT2",0.474
"CDCA3",5.29673083433621e-52,0.545893545879346,0.568,0.188,8.03990773343893e-48,"10","CDCA3",0.38
"CKAP5",1.68350369686023e-51,0.512800931917601,0.742,0.271,2.55539026146414e-47,"10","CKAP5",0.471
"ESCO2",3.98291527010468e-49,0.565536563863054,0.676,0.299,6.0456670884919e-45,"10","ESCO2",0.377
"KIF22",9.14816176872123e-49,0.522059963769866,0.836,0.344,1.3885994748742e-44,"10","KIF22",0.492
"CARHSP1",9.94443099201175e-49,0.503919287430179,0.897,0.391,1.50946518027746e-44,"10","CARHSP1",0.506
"HPRT1",5.51309935397857e-48,0.52956215636656,0.836,0.344,8.36833350940407e-44,"10","HPRT1",0.492
"MCM5",1.30468455090271e-46,0.515850388518949,0.793,0.332,1.98038067981522e-42,"10","MCM5",0.461
"CKS2",1.40744599278215e-44,0.523081019559812,0.934,0.377,2.13636227244403e-40,"10","CKS2",0.557
"SPARC",0,1.48567225046129,0.971,0.096,0,"11","SPARC",0.875
"COL4A1",0,1.38368263426957,0.942,0.042,0,"11","COL4A1",0.9
"NNMT",0,1.37726106263825,0.873,0.068,0,"11","NNMT",0.805
"COL4A2",0,1.34278362175594,0.942,0.038,0,"11","COL4A2",0.904
"CAV1",0,1.33239444504638,0.85,0.049,0,"11","CAV1",0.801
"SERPING11",0,1.32713295311861,0.902,0.079,0,"11","SERPING1",0.823
"COL3A1",0,1.22503612469179,0.786,0.041,0,"11","COL3A1",0.745
"PRKCDBP",0,1.19396349647013,0.827,0.046,0,"11","PRKCDBP",0.781
"FSTL1",0,1.14864669096347,0.85,0.038,0,"11","FSTL1",0.812
"MYL9",0,1.14029349366605,0.855,0.035,0,"11","MYL9",0.82
"LAMB2",0,1.13478688951048,0.792,0.035,0,"11","LAMB2",0.757
"CYR61",0,1.12162311452342,0.775,0.032,0,"11","CYR61",0.743
"TIMP31",0,1.12081128225024,0.832,0.052,0,"11","TIMP3",0.78
"THY1",0,1.11557533958403,0.711,0.024,0,"11","THY1",0.687
"COL6A2",0,1.10596528387184,0.815,0.065,0,"11","COL6A2",0.75
"COL6A1",0,1.07517295746191,0.757,0.032,0,"11","COL6A1",0.725
"RBPMS",0,1.05757724829989,0.792,0.045,0,"11","RBPMS",0.747
"GNG11",0,1.04391333661792,0.798,0.031,0,"11","GNG11",0.767
"SDC2",0,1.00633281176721,0.665,0.031,0,"11","SDC2",0.634
"MMP2",0,0.994954426751518,0.653,0.024,0,"11","MMP2",0.629
"NID1",0,0.992784401713382,0.786,0.022,0,"11","NID1",0.764
"LUM",0,0.990026526949328,0.578,0.027,0,"11","LUM",0.551
"LAMC1",0,0.952968284421691,0.803,0.042,0,"11","LAMC1",0.761
"AEBP1",0,0.947586942285034,0.659,0.023,0,"11","AEBP1",0.636
"MXRA8",0,0.942132200494117,0.566,0.016,0,"11","MXRA8",0.55
"LRRC32",0,0.936545602687414,0.653,0.035,0,"11","LRRC32",0.618
"COL5A2",0,0.930605699456104,0.699,0.021,0,"11","COL5A2",0.678
"C11ORF96",0,0.924339068152013,0.613,0.008,0,"11","C11ORF96",0.605
"PXDN",0,0.910381203432262,0.786,0.044,0,"11","PXDN",0.742
"ADGRF5",0,0.877538209282862,0.63,0.03,0,"11","ADGRF5",0.6
"EFEMP2",0,0.873906001498694,0.572,0.024,0,"11","EFEMP2",0.548
"PPP1R14A",0,0.858256557566148,0.497,0.014,0,"11","PPP1R14A",0.483
"GJA4",0,0.848721982135196,0.497,0.011,0,"11","GJA4",0.486
"LDB2",0,0.847083745273998,0.549,0.024,0,"11","LDB2",0.525
"NR2F2",0,0.837369532398929,0.647,0.027,0,"11","NR2F2",0.62
"HSPB8",0,0.798840355981052,0.468,0.008,0,"11","HSPB8",0.46
"CXCL12",0,0.797409409778093,0.503,0.018,0,"11","CXCL12",0.485
"EDNRA",0,0.797084176877353,0.514,0.008,0,"11","EDNRA",0.506
"FRZB",0,0.795034433228738,0.497,0.016,0,"11","FRZB",0.481
"ECSCR",0,0.789080643744475,0.353,0.008,0,"11","ECSCR",0.345
"COL12A1",0,0.787038210259788,0.578,0.018,0,"11","COL12A1",0.56
"ANGPTL2",0,0.763365494218903,0.607,0.007,0,"11","ANGPTL2",0.6
"POSTN",0,0.747812783407948,0.503,0.018,0,"11","POSTN",0.485
"DDR2",0,0.740409089996267,0.543,0.02,0,"11","DDR2",0.523
"AOC3",0,0.715511093760753,0.48,0.009,0,"11","AOC3",0.471
"SMOC2",0,0.709845814764722,0.393,0.011,0,"11","SMOC2",0.382
"MPDZ",0,0.706973910714782,0.59,0.017,0,"11","MPDZ",0.573
"EDIL3",0,0.704013199223441,0.462,0.011,0,"11","EDIL3",0.451
"FAP",0,0.676042551340891,0.434,0.01,0,"11","FAP",0.424
"ISLR",0,0.660986450116393,0.382,0.002,0,"11","ISLR",0.38
"TMEM47",0,0.660939860157602,0.52,0.007,0,"11","TMEM47",0.513
"GPRC5B",0,0.641779216773649,0.416,0.011,0,"11","GPRC5B",0.405
"ACKR3",0,0.636972763316008,0.48,0.017,0,"11","ACKR3",0.463
"ARHGEF17",0,0.635336183434638,0.451,0.014,0,"11","ARHGEF17",0.437
"SMARCA1",0,0.631731010126794,0.514,0.012,0,"11","SMARCA1",0.502
"FMOD",0,0.630700383614012,0.387,0.008,0,"11","FMOD",0.379
"PLAC9",0,0.623545207002725,0.422,0.013,0,"11","PLAC9",0.409
"APLNR",0,0.615187496512924,0.382,0.007,0,"11","APLNR",0.375
"CYYR1",0,0.610018005528165,0.347,0.008,0,"11","CYYR1",0.339
"SNCG",0,0.609097741114822,0.301,0.002,0,"11","SNCG",0.299
"CLEC14A",0,0.60692553741875,0.358,0.008,0,"11","CLEC14A",0.35
"FOXF1",0,0.595056921890711,0.41,0.005,0,"11","FOXF1",0.405
"LMOD1",0,0.584805125404425,0.358,0.005,0,"11","LMOD1",0.353
"FHL5",0,0.582525998201717,0.277,0.003,0,"11","FHL5",0.274
"FAM127C",0,0.557126850835538,0.434,0.007,0,"11","FAM127C",0.427
"DPYSL3",0,0.544294494018181,0.416,0.01,0,"11","DPYSL3",0.406
"TSPAN9",0,0.542694969423658,0.393,0.009,0,"11","TSPAN9",0.384
"KCNJ8",0,0.542212469580085,0.329,0.005,0,"11","KCNJ8",0.324
"CCDC3",0,0.530925929725042,0.341,0.006,0,"11","CCDC3",0.335
"NES",0,0.518720488240866,0.422,0.005,0,"11","NES",0.417
"MRGPRF",0,0.518188878279167,0.266,0.003,0,"11","MRGPRF",0.263
"HEYL",1.0863469337357e-304,0.713188319768552,0.422,0.014,1.64896601071741e-300,"11","HEYL",0.408
"NDUFA4L2",7.16245556612922e-297,0.850914867518363,0.439,0.016,1.08718913038276e-292,"11","NDUFA4L2",0.423
"RAMP3",1.6418488883624e-295,0.752088707205061,0.364,0.01,2.49216242764529e-291,"11","RAMP3",0.354
"AQP1",8.5489537080073e-294,0.690977887105917,0.439,0.016,1.29764568333843e-289,"11","AQP1",0.423
"PDGFRB",1.76689599475463e-291,0.908373813587211,0.665,0.043,2.68197143043805e-287,"11","PDGFRB",0.622
"ADGRL4",7.61343581818075e-291,0.677373539867594,0.364,0.01,1.15564342284166e-286,"11","ADGRL4",0.354
"RAMP2",9.79666907869614e-290,0.838514370406608,0.405,0.014,1.48703639945529e-285,"11","RAMP2",0.391
"CRYAB",7.37590891282147e-289,0.897303971027035,0.416,0.015,1.11958921387717e-284,"11","CRYAB",0.401
"EGFL7",1.07906698039908e-288,0.783306312702596,0.439,0.017,1.63791576954776e-284,"11","EGFL7",0.422
"SPARCL1",1.05953719110531e-287,1.41645284758884,0.884,0.093,1.60827150237876e-283,"11","SPARCL1",0.791
"THBS2",6.82478855197101e-287,0.690311041218413,0.457,0.019,1.03593465430368e-282,"11","THBS2",0.438
"COL18A1",4.07741497780333e-280,0.964153712256405,0.792,0.068,6.18910819480768e-276,"11","COL18A1",0.724
"C8ORF4",4.32294308917645e-280,0.900453387937993,0.59,0.034,6.56179531506094e-276,"11","C8ORF4",0.556
"HTRA1",5.24699127333331e-278,0.907567711472512,0.584,0.034,7.96440805379264e-274,"11","HTRA1",0.55
"TPM2",5.90378406236776e-278,1.14351054826692,0.717,0.055,8.96135382826802e-274,"11","TPM2",0.662
"IGFBP5",1.46420331354152e-276,0.906741165148816,0.642,0.044,2.22251420962467e-272,"11","IGFBP5",0.598
"EDNRB",3.09018722095969e-273,0.735516554406996,0.462,0.02,4.69059518269472e-269,"11","EDNRB",0.442
"LTBP1",1.94472131057803e-272,0.714986084471527,0.48,0.022,2.95189247732639e-268,"11","LTBP1",0.458
"H19",2.02329781745111e-272,0.520320543452102,0.266,0.005,3.07116375710904e-268,"11","H19",0.261
"SOD3",2.65472597748635e-272,0.876372577277605,0.491,0.023,4.02960856122653e-268,"11","SOD3",0.468
"COL5A1",3.85821887019733e-268,0.681234277960407,0.543,0.03,5.85639042307253e-264,"11","COL5A1",0.513
"CTGF1",1.13366877463567e-267,1.10538724654227,0.803,0.074,1.72079583301949e-263,"11","CTGF",0.729
"GNG121",5.39769739891283e-267,0.756051779592975,0.636,0.043,8.19316488180978e-263,"11","GNG12",0.593
"CRIP2",4.13446248338244e-265,1.23277514137868,0.855,0.085,6.27570060352621e-261,"11","CRIP2",0.77
"PCDHGC3",3.60633460799643e-261,0.643712807200134,0.509,0.026,5.47405530147778e-257,"11","PCDHGC3",0.483
"TCEAL9",3.64171632132211e-261,1.04263467501346,0.751,0.063,5.52776120413482e-257,"11","TCEAL9",0.688
"GUCY1A3",4.43408512543065e-257,0.676950801943334,0.468,0.022,6.73049781189118e-253,"11","GUCY1A3",0.446
"PLVAP",8.55410651807978e-257,0.840145474935208,0.48,0.024,1.29842782837933e-252,"11","PLVAP",0.456
"MAP1B",1.30399291768468e-256,1.01090293400677,0.769,0.074,1.97933084975358e-252,"11","MAP1B",0.695
"ECM1",3.4018479071306e-256,0.741538625155963,0.468,0.023,5.16366493823354e-252,"11","ECM1",0.445
"IGFBP7",7.69479934555525e-256,1.45920117982188,0.96,0.128,1.16799359266183e-251,"11","IGFBP7",0.832
"VWA1",1.56388621276848e-254,0.596449826957882,0.358,0.012,2.37382288236128e-250,"11","VWA1",0.346
"RARRES2",4.08765482988603e-253,1.035046519021,0.514,0.029,6.204651266284e-249,"11","RARRES2",0.485
"PRKG1",7.00211396864208e-253,0.565204235338834,0.41,0.017,1.06285087930018e-248,"11","PRKG1",0.393
"GUCY1B3",8.72199419396197e-253,0.750290101087572,0.532,0.031,1.32391149870149e-248,"11","GUCY1B3",0.501
"CYGB",1.77939179911069e-252,0.629858008111678,0.434,0.019,2.70093881187011e-248,"11","CYGB",0.415
"RBFOX2",4.07433417145231e-250,0.725412683123345,0.63,0.044,6.18443183884746e-246,"11","RBFOX2",0.586
"IGFBP4",1.85181276678239e-249,1.20829979578303,0.884,0.103,2.81086659869898e-245,"11","IGFBP4",0.781
"ID4",7.51670132828708e-248,0.697109622149229,0.416,0.018,1.1409600946207e-243,"11","ID4",0.398
"TNKS1BP1",1.52947467615375e-245,0.673432314747772,0.526,0.03,2.32158961093378e-241,"11","TNKS1BP1",0.496
"S100A131",1.15575974912411e-241,0.890039550622704,0.723,0.06,1.75432772319548e-237,"11","S100A13",0.663
"ESAM",6.15375900760936e-241,1.04496010086886,0.671,0.056,9.34079079765025e-237,"11","ESAM",0.615
"ADIRF",1.61171519280903e-240,0.783886176193111,0.497,0.027,2.44642249116483e-236,"11","ADIRF",0.47
"NDN",2.64429253361446e-237,0.542305734716936,0.289,0.008,4.01377163677339e-233,"11","NDN",0.281
"CD248",3.80576344022134e-236,0.765489799275932,0.538,0.034,5.77676832591197e-232,"11","CD248",0.504
"SRPX",2.07049426519391e-234,0.592171269788721,0.306,0.009,3.14280324513783e-230,"11","SRPX",0.297
"KITLG",1.66401894067675e-227,0.505858810304846,0.405,0.018,2.52581435005323e-223,"11","KITLG",0.387
"RAI14",6.61334789015632e-226,0.809010547282144,0.671,0.057,1.00384007624683e-221,"11","RAI14",0.614
"MFAP4",6.9150391583326e-223,0.725202404875081,0.335,0.012,1.0496337938433e-218,"11","MFAP4",0.323
"VWF",1.41813311636934e-219,0.725553977840572,0.491,0.031,2.15258425733702e-215,"11","VWF",0.46
"PLSCR4",1.06977724473606e-218,0.541529368524729,0.358,0.015,1.62381487978487e-214,"11","PLSCR4",0.343
"MFAP2",2.68937790372637e-217,0.520014984947968,0.266,0.007,4.08220672006626e-213,"11","MFAP2",0.259
"CLDN5",1.48994381230356e-216,0.66931344882723,0.387,0.018,2.26158571269557e-212,"11","CLDN5",0.369
"STARD13",9.16073003185868e-214,0.694952143164651,0.52,0.035,1.39050721153583e-209,"11","STARD13",0.485
"FAM167B",2.0945371612361e-213,0.518155133040205,0.254,0.007,3.17929795704027e-209,"11","FAM167B",0.247
"CDC42EP11",1.57734776425675e-211,0.73495050252358,0.613,0.05,2.39425617136533e-207,"11","CDC42EP1",0.563
"GJA1",3.57415515928808e-211,0.56004068577717,0.428,0.023,5.42521011628337e-207,"11","GJA1",0.405
"NID2",6.56470815149832e-211,0.621035644560247,0.445,0.025,9.9645705031593e-207,"11","NID2",0.42
"CNN3",2.58559079081028e-210,1.1620736241687,0.931,0.141,3.92466826137092e-206,"11","CNN3",0.79
"JAM3",1.65536128716592e-209,0.68333187369152,0.561,0.042,2.51267289778915e-205,"11","JAM3",0.519
"PDLIM4",5.18188923089495e-209,0.706241955963279,0.416,0.022,7.86558966357544e-205,"11","PDLIM4",0.394
"CALD1",9.63659910186869e-209,1.1858353438626,0.954,0.146,1.46273937767265e-204,"11","CALD1",0.808
"ERG1",6.29085795482194e-206,0.589895531979856,0.382,0.018,9.54889328962422e-202,"11","ERG",0.364
"SEPT10",1.43902885297071e-205,0.730134859582089,0.578,0.046,2.18430189592424e-201,"11","SEPT10",0.532
"JAG1",3.93681143877573e-205,0.661439418668376,0.607,0.052,5.97568608291768e-201,"11","JAG1",0.555
"SNAI2",2.43908209903449e-202,0.59798908309275,0.358,0.017,3.70228271812446e-198,"11","SNAI2",0.341
"TM4SF11",5.6582960352377e-202,0.917828054360757,0.688,0.069,8.58872755188731e-198,"11","TM4SF1",0.619
"TPPP3",2.28696166852371e-201,0.898335917775885,0.526,0.039,3.47137911665214e-197,"11","TPPP3",0.487
"ANO1",3.61035304888769e-201,0.552035676558764,0.341,0.015,5.48015489290663e-197,"11","ANO1",0.326
"ENPEP",1.33429155398634e-197,0.549060433487703,0.364,0.018,2.02532114979587e-193,"11","ENPEP",0.346
"CPE",2.81852311531435e-196,0.740103387428338,0.434,0.027,4.27823623673565e-192,"11","CPE",0.407
"HYAL2",2.80754702274774e-193,0.754634381144138,0.514,0.039,4.2615756258288e-189,"11","HYAL2",0.475
"PMP222",2.17542563313784e-192,0.986780138918261,0.775,0.092,3.30207856853993e-188,"11","PMP22",0.683
"BGN",1.51869605725816e-191,1.07312394136485,0.792,0.11,2.30522874531216e-187,"11","BGN",0.682
"EHD2",2.59457994963005e-191,0.97864678313157,0.821,0.114,3.93831290554346e-187,"11","EHD2",0.707
"CTHRC1",4.06667192258678e-191,0.737915595004701,0.462,0.031,6.17280131129447e-187,"11","CTHRC1",0.431
"ADAMTS1",7.73833228770875e-191,1.09793798032203,0.775,0.106,1.17460145795131e-186,"11","ADAMTS1",0.669
"ANTXR1",6.06618089623131e-190,0.786168645459827,0.561,0.049,9.20785598238951e-186,"11","ANTXR1",0.512
"PPIC",4.23438338044596e-189,0.813833142017965,0.566,0.05,6.42737053317892e-185,"11","PPIC",0.516
"CDC42BPA1",4.32607028307828e-189,0.682734038993534,0.642,0.063,6.56654208268453e-185,"11","CDC42BPA",0.579
"TNS2",9.36878581331373e-186,0.85244868566284,0.671,0.074,1.42208799860289e-181,"11","TNS2",0.597
"EFEMP1",1.47020463952905e-183,0.538794941569952,0.289,0.011,2.23162362234115e-179,"11","EFEMP1",0.278
"EMP11",4.32034059627763e-183,0.951926787565777,0.815,0.111,6.55784499108982e-179,"11","EMP1",0.704
"IGFBP6",4.59581008584373e-183,0.610264701308004,0.318,0.014,6.9759801293022e-179,"11","IGFBP6",0.304
"BCAR1",7.20887583633723e-182,0.519769886795443,0.439,0.029,1.09423526319763e-177,"11","BCAR1",0.41
"FABP4",1.83360478880569e-181,0.719949896702238,0.376,0.021,2.78322870892816e-177,"11","FABP4",0.355
"COL14A1",5.75322641931152e-181,0.770360620226806,0.543,0.048,8.73282238187296e-177,"11","COL14A1",0.495
"HEY1",1.81401036609812e-179,0.510015700656068,0.341,0.017,2.75348633470034e-175,"11","HEY1",0.324
"SPRY4",8.91844510653451e-179,0.662066267027284,0.584,0.057,1.35373078272087e-174,"11","SPRY4",0.527
"RND31",3.07167951951056e-178,0.821384283203245,0.642,0.067,4.66250234266508e-174,"11","RND3",0.575
"RGS5",1.45721140699758e-177,0.954029081819372,0.659,0.072,2.21190119468162e-173,"11","RGS5",0.587
"ADGRL2",3.86393739978107e-177,0.549161803244205,0.434,0.029,5.86507057912769e-173,"11","ADGRL2",0.405
"SULF1",5.92916138328009e-177,0.937036164146952,0.566,0.054,8.99987406368085e-173,"11","SULF1",0.512
"C1R",5.66565709523824e-176,1.21098091294227,0.85,0.145,8.59990090486213e-172,"11","C1R",0.705
"GPX31",1.54602554217812e-174,0.995452027342378,0.63,0.068,2.34671217047217e-170,"11","GPX3",0.562
"COL1A1",1.13633787756784e-172,1.06790811037569,0.74,0.101,1.72484726436023e-168,"11","COL1A1",0.639
"OLFML2B",1.95929378044688e-171,0.605533134560582,0.416,0.028,2.97401202934031e-167,"11","OLFML2B",0.388
"GLT8D2",4.73340088458485e-171,0.63742457751464,0.387,0.024,7.18482920271135e-167,"11","GLT8D2",0.363
"SGCE",4.14125528680791e-170,0.722025050469847,0.445,0.033,6.28601139984573e-166,"11","SGCE",0.412
"TAGLN",8.09552650639439e-170,1.12023405211952,0.711,0.092,1.2288199684056e-165,"11","TAGLN",0.619
"PTPRG",1.59238965722701e-169,0.670945504744948,0.63,0.07,2.41708826070487e-165,"11","PTPRG",0.56
"NFATC4",2.44308711555586e-169,0.68528750691956,0.41,0.028,3.70836193270224e-165,"11","NFATC4",0.382
"DOCK1",3.91846164887905e-168,0.611237205394189,0.607,0.064,5.9478329368335e-164,"11","DOCK1",0.543
"TUBB61",6.63038719302132e-167,0.970094773083193,0.775,0.108,1.00642647202871e-162,"11","TUBB6",0.667
"C4A1",3.15508611785291e-166,0.857709798051605,0.59,0.06,4.78910521828893e-162,"11","C4A",0.53
"VASN",6.86970425994221e-166,0.603741728029317,0.451,0.034,1.04275240961663e-161,"11","VASN",0.417
"TNXB",1.64706255785769e-165,0.522331587601827,0.318,0.016,2.50007625657219e-161,"11","TNXB",0.302
"CFH",6.79453045374905e-164,0.918582934966288,0.717,0.099,1.03134177757457e-159,"11","CFH",0.618
"FN1",1.50441521302275e-163,1.120996118426,0.867,0.159,2.28355185184723e-159,"11","FN1",0.708
"LIMS2",1.93764588632023e-163,0.555667533197743,0.416,0.029,2.94115269084547e-159,"11","LIMS2",0.387
"SLCO2A1",1.94145894485886e-163,0.517758272168992,0.324,0.017,2.94694053240126e-159,"11","SLCO2A1",0.307
"LHFP",4.02072439553621e-163,1.02480819825246,0.78,0.124,6.10305755998441e-159,"11","LHFP",0.656
"IGF2",1.28782042270908e-162,0.743991859382145,0.532,0.052,1.95478261963011e-158,"11","IGF2",0.48
"PCOLCE",4.54166939172198e-162,0.924278827680721,0.601,0.067,6.89379996969479e-158,"11","PCOLCE",0.534
"ECM2",1.38811040645212e-161,0.62677016170806,0.37,0.023,2.10701278595367e-157,"11","ECM2",0.347
"ASPN",1.88294389258634e-161,0.637647413058196,0.416,0.03,2.8581205345568e-157,"11","ASPN",0.386
"LAMB1",3.0466311242721e-161,0.935548779806685,0.792,0.114,4.62448138353262e-157,"11","LAMB1",0.678
"C4B1",4.5922164585952e-159,0.827844980857154,0.578,0.06,6.97052536250166e-155,"11","C4B",0.518
"SNAI11",9.01346836215836e-159,0.764677082090888,0.601,0.064,1.36815436269202e-154,"11","SNAI1",0.537
"KIAA12171",3.8545115984413e-154,0.696013499631296,0.601,0.068,5.85076315527405e-150,"11","KIAA1217",0.533
"WLS",6.84321600018535e-154,0.664195739773927,0.474,0.041,1.03873175666813e-149,"11","WLS",0.433
"PTRF1",1.37798862538873e-153,0.978560241809358,0.873,0.182,2.09164893447756e-149,"11","PTRF",0.691
"PRRX1",6.3772860584681e-152,0.583218079497691,0.358,0.024,9.68008250814874e-148,"11","PRRX1",0.334
"ANGPTL4",3.24612939195929e-151,0.80559075397068,0.509,0.049,4.92729980405501e-147,"11","ANGPTL4",0.46
"ADAMTS9",4.12882519476668e-151,0.866584508595724,0.723,0.102,6.26714376313635e-147,"11","ADAMTS9",0.621
"MRC2",5.18226085394092e-151,0.511443951870345,0.405,0.03,7.86615375019693e-147,"11","MRC2",0.375
"SASH1",1.66534375886986e-149,0.685312231899326,0.561,0.062,2.52782529158856e-145,"11","SASH1",0.499
"FHL1",2.85656977684127e-149,0.837741641623934,0.624,0.076,4.33598726426737e-145,"11","FHL1",0.548
"EPAS11",5.74715341928708e-149,0.971780179322008,0.902,0.17,8.72360417513586e-145,"11","EPAS1",0.732
"PDLIM12",1.36331270961621e-148,0.979493650396811,0.867,0.15,2.06937236192645e-144,"11","PDLIM1",0.717
"PLPP3",2.28489172055491e-147,0.904798235244609,0.676,0.097,3.46823714263029e-143,"11","PLPP3",0.579
"COL1A2",3.58968237728813e-147,1.20521900760849,0.844,0.173,5.44877888048565e-143,"11","COL1A2",0.671
"ROBO4",1.17433469761088e-146,0.54861733114233,0.358,0.025,1.78252263750355e-142,"11","ROBO4",0.333
"WWTR1",1.36444537905702e-146,0.901258240349035,0.803,0.144,2.07109164087064e-142,"11","WWTR1",0.659
"SERPINH1",4.57386025999413e-146,1.01056092921601,0.936,0.215,6.9426624886451e-142,"11","SERPINH1",0.721
"S100A161",1.61282957364022e-145,0.800351384369642,0.566,0.062,2.44811400982849e-141,"11","S100A16",0.504
"NECTIN22",2.95384412679641e-145,0.759948882567315,0.688,0.092,4.48364000006428e-141,"11","NECTIN2",0.596
"ITGA7",3.3390558863037e-145,0.550915660543987,0.306,0.017,5.06835292982038e-141,"11","ITGA7",0.289
"ACKR1",9.09343588246029e-145,0.521887365933103,0.283,0.015,1.38029263259865e-140,"11","ACKR1",0.268
"DLC11",1.37921251934442e-142,0.93898932092185,0.821,0.154,2.09350668311289e-138,"11","DLC1",0.667
"MYOF1",1.56494236409213e-142,0.723838725561497,0.723,0.104,2.37542601445544e-138,"11","MYOF",0.619
"FERMT21",1.26120069275449e-140,0.894949305652841,0.728,0.124,1.91437653153204e-136,"11","FERMT2",0.604
"SGIP1",1.13528150673635e-139,0.768668433268107,0.503,0.052,1.7232437990751e-135,"11","SGIP1",0.451
"CLIC41",2.94529661326978e-137,0.860120522860666,0.85,0.152,4.4706657292822e-133,"11","CLIC4",0.698
"SMTN",1.20290135760177e-136,0.711823542867008,0.578,0.071,1.82588397070372e-132,"11","SMTN",0.507
"C10ORF101",2.25061986095551e-135,0.724429804295282,0.665,0.092,3.41621588694437e-131,"11","C10ORF10",0.573
"SLC9A3R2",1.73613875266486e-133,0.698890347418704,0.474,0.049,2.63528501266999e-129,"11","SLC9A3R2",0.425
"CTTN1",5.2536479296149e-131,0.897725335999515,0.89,0.212,7.97451219236246e-127,"11","CTTN",0.678
"FAM13C",8.5213305720966e-131,0.685343256376403,0.416,0.038,1.29345276753854e-126,"11","FAM13C",0.378
"PDK4",8.9618461407344e-131,0.846116202327765,0.642,0.091,1.36031862570207e-126,"11","PDK4",0.551
"CCL21",9.21227311190002e-129,0.892183618365207,0.532,0.064,1.3983309356553e-124,"11","CCL2",0.468
"MGP",6.76970065533275e-128,1.17788354304633,0.838,0.204,1.02757286247296e-123,"11","MGP",0.634
"CAV2",2.86124331953424e-126,0.981161319815882,0.769,0.163,4.34308123472102e-122,"11","CAV2",0.606
